season,date,team1,team2,odds1,oddsX,odds2,gameId
2019-2020,2019-12-24,NYI,CBJ,1.93,4.45,3.62,
2019-2020,2019-12-24,PHI,NYR,1.85,4.65,3.57,
2019-2020,2019-12-24,OTT,BUF,2.65,4.45,2.34,
2019-2020,2019-12-24,WPG,MTL,2.46,4.25,2.5,
2019-2020,2019-12-24,NSH,ARI,2.07,4.4,3.06,
2019-2020,2019-12-24,CHI,NJD,1.98,4.25,3.3,
2019-2020,2019-12-24,VAN,EDM,2.15,4.45,2.9,
2019-2020,2019-12-24,VGK,COL,2.23,4.3,2.82,
2019-2020,2019-12-24,LAK,STL,3.26,4.3,2.0,
2019-2020,2019-12-28,BUF,BOS,3.2,4.45,2.05,
2019-2020,2019-12-28,NJD,TOR,3.62,4.7,1.83,
2019-2020,2019-12-28,NYR,CAR,3.09,4.45,2.06,
2019-2020,2019-12-28,WSH,CBJ,1.68,4.85,4.3,
2019-2020,2019-12-28,WPG,STL,2.78,4.35,2.25,
2019-2020,2019-12-28,COL,MIN,1.74,4.8,3.95,
2019-2020,2019-12-28,NSH,PIT,2.05,4.45,3.05,
2019-2020,2019-12-28,CHI,NYI,2.97,4.25,2.13,
2019-2020,2019-12-28,EDM,CGY,2.78,4.1,2.35,
2019-2020,2019-12-28,ANA,VGK,3.28,4.33,2.0,
2019-2020,2019-12-28,SJS,LAK,2.08,4.1,3.18,
2019-2020,2019-12-29,CAR,WSH,2.3,4.4,2.68,
2019-2020,2019-12-29,PIT,NSH,2.28,4.33,2.75,
2019-2020,2019-12-29,FLA,DET,1.52,5.3,5.15,
2019-2020,2019-12-29,TBL,MTL,1.77,4.9,3.86,
2019-2020,2019-12-29,TOR,NYR,1.69,4.95,4.2,
2019-2020,2019-12-29,DAL,COL,2.3,4.25,2.77,
2019-2020,2019-12-29,VAN,LAK,1.92,4.55,3.42,
2019-2020,2019-12-29,VGK,ARI,2.2,4.35,2.9,
2019-2020,2019-12-29,SJS,PHI,2.8,4.4,2.23,
2019-2020,2019-12-29,STL,WPG,1.85,4.55,3.65,2019020602.0
2019-2020,2019-12-29,OTT,NJD,2.17,4.35,2.86,
2019-2020,2019-12-29,CBJ,CHI,2.02,4.2,3.3,2019020604.0
2019-2020,2019-12-30,MIN,NYI,2.38,4.1,2.7,
2019-2020,2019-12-30,BOS,BUF,1.69,4.55,4.3,
2019-2020,2019-12-30,TBL,DET,1.41,6.09,6.75,
2019-2020,2019-12-30,FLA,MTL,2.3,4.35,2.7,
2019-2020,2019-12-30,ARI,DAL,2.38,4.0,2.73,
2019-2020,2019-12-30,ANA,PHI,2.6,4.05,2.44,
2019-2020,2019-12-30,CGY,VAN,1.8,4.6,3.92,
2019-2020,2019-12-31,PIT,OTT,1.55,5.25,5.05,
2019-2020,2019-12-31,NJD,BOS,3.59,4.55,1.89,
2019-2020,2019-12-31,WSH,NYI,1.88,4.5,3.5,2019020614.0
2019-2020,2019-12-31,VGK,ANA,1.62,4.75,4.65,2019020615.0
2019-2020,2020-01-01,MIN,TOR,2.8,4.33,2.23,
2019-2020,2020-01-01,CAR,MTL,1.91,4.65,3.46,
2019-2020,2020-01-01,CBJ,FLA,2.54,4.25,2.43,
2019-2020,2020-01-01,BUF,TBL,3.31,4.5,1.95,
2019-2020,2020-01-01,DET,SJS,3.35,4.5,1.92,
2019-2020,2020-01-01,COL,WPG,1.78,4.7,3.85,
2019-2020,2020-01-01,EDM,NYR,2.15,4.3,2.9,
2019-2020,2020-01-01,ARI,STL,2.63,4.05,2.43,
2019-2020,2020-01-01,CGY,CHI,1.86,4.5,3.55,
2019-2020,2020-01-01,LAK,PHI,2.72,3.86,2.4,
2019-2020,2020-01-01,DAL,NSH,2.35,4.1,2.75,2019020626.0
2019-2020,2020-01-03,BOS,CBJ,1.7,4.65,4.25,
2019-2020,2020-01-03,BUF,EDM,2.3,4.1,2.75,
2019-2020,2020-01-03,MTL,TBL,3.05,4.5,2.04,
2019-2020,2020-01-03,NYI,NJD,1.77,4.5,4.0,
2019-2020,2020-01-03,PIT,SJS,1.84,4.55,3.64,
2019-2020,2020-01-03,OTT,FLA,2.9,4.45,2.15,
2019-2020,2020-01-03,WPG,TOR,3.02,4.5,2.1,
2019-2020,2020-01-03,ARI,ANA,1.88,4.3,3.66,
2019-2020,2020-01-03,CGY,NYR,1.92,4.55,3.35,
2019-2020,2020-01-03,COL,STL,2.2,4.25,2.9,
2019-2020,2020-01-03,VAN,CHI,2.03,4.35,3.21,
2019-2020,2020-01-03,VGK,PHI,1.9,4.45,3.5,
2019-2020,2020-01-04,CAR,WSH,2.31,4.4,2.64,
2019-2020,2020-01-04,DAL,DET,1.51,5.15,5.55,
2019-2020,2020-01-04,BOS,EDM,1.7,4.85,4.2,2019020641.0
2019-2020,2020-01-04,CBJ,SJS,2.15,4.45,3.0,
2019-2020,2020-01-04,BUF,FLA,2.62,4.6,2.3,2019020645.0
2019-2020,2020-01-04,MIN,WPG,2.1,4.55,3.0,2019020643.0
2019-2020,2020-01-04,VGK,STL,2.1,4.45,3.0,2019020644.0
2019-2020,2020-01-05,TOR,NYI,2.0,4.6,3.25,
2019-2020,2020-01-05,MTL,PIT,2.3,4.4,2.76,
2019-2020,2020-01-05,OTT,TBL,4.02,4.9,1.7,
2019-2020,2020-01-05,NJD,COL,3.7,4.8,1.78,
2019-2020,2020-01-05,ARI,PHI,2.2,4.3,2.95,
2019-2020,2020-01-05,VAN,NYR,2.09,4.45,3.05,
2019-2020,2020-01-05,LAK,NSH,2.7,4.3,2.4,
2019-2020,2020-01-05,WSH,SJS,1.62,5.0,4.65,
2019-2020,2020-01-05,PIT,FLA,2.05,4.45,3.2,2019020654.0
2019-2020,2020-01-05,CAR,TBL,2.35,4.45,2.66,
2019-2020,2020-01-06,MIN,CGY,2.51,4.25,2.46,
2019-2020,2020-01-06,CHI,DET,1.73,4.7,4.05,
2019-2020,2020-01-06,ANA,NSH,2.8,4.2,2.29,
2019-2020,2020-01-07,TOR,EDM,1.69,5.0,4.1,
2019-2020,2020-01-07,MTL,WPG,2.05,4.5,3.06,
2019-2020,2020-01-07,NYI,COL,2.71,4.15,2.29,
2019-2020,2020-01-07,LAK,CBJ,2.55,3.95,2.55,
2019-2020,2020-01-08,WSH,OTT,1.58,5.03,4.8,
2019-2020,2020-01-08,CAR,PHI,1.94,4.45,3.3,
2019-2020,2020-01-08,FLA,ARI,2.18,4.25,2.9,
2019-2020,2020-01-08,NJD,NYI,2.69,4.05,2.37,
2019-2020,2020-01-08,TBL,VAN,1.71,4.71,4.25,
2019-2020,2020-01-08,NYR,COL,2.95,4.4,2.1,
2019-2020,2020-01-08,DET,MTL,3.22,4.35,2.0,
2019-2020,2020-01-08,STL,SJS,1.85,4.4,3.7,
2019-2020,2020-01-08,NSH,BOS,2.64,4.15,2.39,
2019-2020,2020-01-08,CHI,CGY,2.85,4.3,2.2,
2019-2020,2020-01-08,ANA,CBJ,2.34,4.0,2.76,
2019-2020,2020-01-08,VGK,PIT,1.95,4.3,3.45,
2019-2020,2020-01-09,TOR,WPG,1.78,4.7,3.75,
2019-2020,2020-01-09,PHI,WSH,2.79,4.2,2.28,
2019-2020,2020-01-09,LAK,DAL,3.08,4.05,2.13,
2019-2020,2020-01-10,BOS,WPG,1.62,4.9,4.65,
2019-2020,2020-01-10,MTL,EDM,2.2,4.33,2.83,
2019-2020,2020-01-10,TBL,ARI,1.72,4.8,4.05,
2019-2020,2020-01-10,FLA,VAN,2.05,4.4,3.1,
2019-2020,2020-01-10,NYR,NJD,1.96,4.4,3.28,
2019-2020,2020-01-10,STL,BUF,1.78,4.5,3.94,
2019-2020,2020-01-10,CHI,NSH,2.86,4.4,2.15,
2019-2020,2020-01-10,CGY,MIN,2.07,4.4,3.1,
2019-2020,2020-01-10,VGK,LAK,1.63,4.8,4.75,
2019-2020,2020-01-10,ANA,DAL,2.94,3.98,2.28,
2019-2020,2020-01-10,SJS,CBJ,2.27,4.15,2.85,
2019-2020,2020-01-11,DET,OTT,2.73,4.25,2.27,
2019-2020,2020-01-11,CAR,ARI,1.9,4.35,3.55,
2019-2020,2020-01-11,COL,PIT,2.0,4.45,3.22,
2019-2020,2020-01-11,BUF,VAN,2.39,4.25,2.7,2019020692.0
2019-2020,2020-01-12,WSH,NJD,1.51,5.25,5.25,
2019-2020,2020-01-12,CAR,LAK,1.75,4.65,3.95,
2019-2020,2020-01-12,OTT,MTL,2.95,4.5,2.12,
2019-2020,2020-01-12,PHI,TBL,2.95,4.35,2.11,
2019-2020,2020-01-12,NYI,BOS,2.8,4.1,2.28,
2019-2020,2020-01-12,STL,NYR,1.79,4.55,3.8,
2019-2020,2020-01-12,CHI,ANA,2.28,4.2,2.8,
2019-2020,2020-01-12,VGK,CBJ,1.73,4.6,4.15,
2019-2020,2020-01-12,CGY,EDM,2.02,4.33,3.21,
2019-2020,2020-01-12,SJS,DAL,2.87,4.05,2.25,
2019-2020,2020-01-12,WPG,NSH,2.55,4.4,2.4,2019020703.0
2019-2020,2020-01-12,MIN,VAN,1.99,4.4,3.34,2019020704.0
2019-2020,2020-01-12,DET,BUF,2.86,4.3,2.2,2019020705.0
2019-2020,2020-01-13,ARI,PIT,2.75,4.2,2.42,
2019-2020,2020-01-13,FLA,TOR,2.79,4.35,2.2,
2019-2020,2020-01-13,NJD,TBL,3.95,4.9,1.75,
2019-2020,2020-01-14,MTL,CGY,2.47,4.25,2.49,
2019-2020,2020-01-14,NYR,NYI,2.75,4.2,2.3,
2019-2020,2020-01-14,PHI,BOS,2.95,4.2,2.2,
2019-2020,2020-01-14,WSH,CAR,2.1,4.4,2.93,
2019-2020,2020-01-14,STL,ANA,1.68,4.65,4.35,
2019-2020,2020-01-15,BUF,VGK,3.34,4.7,1.99,
2019-2020,2020-01-15,TBL,LAK,1.59,5.0,4.7,
2019-2020,2020-01-15,NYI,DET,1.65,4.8,4.55,
2019-2020,2020-01-15,PIT,MIN,1.91,4.35,3.44,
2019-2020,2020-01-15,CBJ,BOS,3.1,4.05,2.13,
2019-2020,2020-01-15,TOR,NJD,1.6,5.1,4.6,
2019-2020,2020-01-15,OTT,CHI,2.39,4.35,2.53,
2019-2020,2020-01-15,WPG,VAN,2.25,4.3,2.76,
2019-2020,2020-01-15,COL,DAL,2.12,4.2,3.02,
2019-2020,2020-01-15,EDM,NSH,2.65,4.33,2.37,
2019-2020,2020-01-15,ARI,SJS,2.15,4.1,3.05,
2019-2020,2020-01-16,MTL,CHI,1.97,4.2,3.45,
2019-2020,2020-01-16,STL,PHI,1.84,4.4,3.65,
2019-2020,2020-01-17,PHI,MTL,2.19,4.45,2.8,
2019-2020,2020-01-17,WSH,NJD,1.51,5.3,5.35,
2019-2020,2020-01-17,CBJ,CAR,2.92,4.15,2.23,
2019-2020,2020-01-17,NYI,NYR,2.04,4.2,3.2,
2019-2020,2020-01-17,FLA,LAK,1.9,4.4,3.46,
2019-2020,2020-01-17,TOR,CGY,2.05,4.4,3.1,
2019-2020,2020-01-17,BOS,PIT,2.25,4.33,2.75,
2019-2020,2020-01-17,OTT,VGK,3.68,4.55,1.87,
2019-2020,2020-01-17,NSH,ANA,1.81,4.45,3.85,
2019-2020,2020-01-17,MIN,TBL,3.13,4.45,2.01,
2019-2020,2020-01-17,DAL,BUF,1.77,4.3,4.05,
2019-2020,2020-01-17,COL,SJS,1.71,4.65,4.15,
2019-2020,2020-01-17,VAN,ARI,2.43,3.98,2.65,
2019-2020,2020-01-18,CAR,ANA,1.71,4.65,4.1,
2019-2020,2020-01-18,DET,PIT,4.5,5.1,1.67,
2019-2020,2020-01-18,WPG,TBL,2.98,4.35,2.1,
2019-2020,2020-01-18,NYI,WSH,2.8,4.35,2.23,2019020743.0
2019-2020,2020-01-18,COL,STL,2.13,4.4,2.95,2019020744.0
2019-2020,2020-01-18,EDM,ARI,2.38,4.15,2.71,2019020745.0
2019-2020,2020-01-18,OTT,CGY,3.2,4.5,1.99,2019020746.0
2019-2020,2020-01-19,TOR,CHI,1.76,4.85,3.88,
2019-2020,2020-01-19,MTL,VGK,2.8,4.25,2.25,
2019-2020,2020-01-19,DET,FLA,4.1,4.65,1.72,
2019-2020,2020-01-19,PHI,LAK,2.0,4.5,3.25,
2019-2020,2020-01-19,CBJ,NJD,1.88,4.45,3.6,
2019-2020,2020-01-19,NSH,BUF,1.81,4.55,3.8,
2019-2020,2020-01-19,MIN,DAL,2.67,4.15,2.45,
2019-2020,2020-01-19,VAN,SJS,2.1,4.5,3.0,
2019-2020,2020-01-19,PIT,BOS,2.28,4.3,2.74,2019020755.0
2019-2020,2020-01-19,CAR,NYI,1.8,4.6,3.84,2019020756.0
2019-2020,2020-01-20,CHI,WPG,2.4,4.33,2.57,
2019-2020,2020-01-20,NYR,CBJ,2.2,4.33,2.84,
2019-2020,2020-01-20,COL,DET,1.41,6.07,6.5,2019020759.0
2019-2020,2020-01-21,MIN,FLA,2.45,4.05,2.56,
2019-2020,2020-01-22,CAR,WPG,1.88,4.31,3.7,
2019-2020,2020-01-22,NYR,NYI,2.46,4.1,2.6,
2019-2020,2020-01-22,BOS,VGK,2.05,4.4,3.11,
2019-2020,2020-01-22,PHI,PIT,2.85,4.5,2.15,
2019-2020,2020-01-22,CHI,FLA,2.31,4.95,2.68,
2019-2020,2020-01-23,CBJ,WPG,1.8,4.7,4.05,
2019-2020,2020-01-23,MIN,DET,1.56,5.1,4.9,
2019-2020,2020-01-28,MTL,WSH,2.78,4.33,2.25,
2019-2020,2020-01-28,OTT,NJD,2.22,4.35,2.8,
2019-2020,2020-01-28,NSH,TOR,2.37,4.4,2.56,
2019-2020,2020-01-28,DAL,TBL,2.88,4.25,2.21,
2019-2020,2020-01-28,VAN,STL,2.82,4.25,2.22,
2019-2020,2020-01-28,SJS,ANA,2.08,4.2,3.1,
2019-2020,2020-01-29,BUF,OTT,1.77,4.6,3.92,
2019-2020,2020-01-29,CGY,STL,2.4,4.1,2.69,
2019-2020,2020-01-30,DAL,TOR,2.38,4.45,2.64,
2019-2020,2020-01-30,WSH,NSH,1.99,4.5,3.16,
2019-2020,2020-01-30,ANA,ARI,2.81,4.1,2.3,
2019-2020,2020-01-30,LAK,TBL,4.3,4.75,1.73,
2019-2020,2020-01-30,EDM,CGY,2.29,4.4,2.8,
2019-2020,2020-01-30,SJS,VAN,2.41,4.25,2.55,
2019-2020,2020-01-31,BUF,MTL,2.6,4.25,2.4,
2019-2020,2020-01-31,NJD,NSH,3.04,4.3,2.1,
2019-2020,2020-01-31,ARI,LAK,1.93,4.45,3.51,
2019-2020,2020-02-01,NYR,DET,1.66,5.6,5.15,
2019-2020,2020-02-01,PIT,PHI,1.81,4.6,3.65,
2019-2020,2020-02-01,OTT,WSH,3.86,5.0,1.71,
2019-2020,2020-02-01,CAR,VGK,2.15,4.33,2.98,
2019-2020,2020-02-01,WPG,BOS,3.45,4.5,1.92,
2019-2020,2020-02-01,EDM,STL,2.72,4.35,2.3,
2019-2020,2020-02-01,ANA,TBL,3.74,4.5,1.81,
2019-2020,2020-02-01,NYI,VAN,2.14,4.25,3.0,2019020793.0
2019-2020,2020-02-01,BUF,CBJ,2.69,4.1,2.4,2019020792.0
2019-2020,2020-02-01,MTL,FLA,2.28,4.3,2.76,2019020794.0
2019-2020,2020-02-02,WPG,STL,3.1,4.85,2.05,
2019-2020,2020-02-02,TOR,OTT,1.58,5.2,4.6,
2019-2020,2020-02-02,DET,NYR,3.45,4.45,1.91,
2019-2020,2020-02-02,NJD,DAL,3.55,4.25,1.95,
2019-2020,2020-02-02,PHI,COL,3.25,4.4,2.0,
2019-2020,2020-02-02,MIN,BOS,2.72,4.15,2.32,
2019-2020,2020-02-02,NSH,VGK,2.25,4.3,2.8,
2019-2020,2020-02-02,ARI,CHI,2.13,4.25,2.94,
2019-2020,2020-02-02,CGY,EDM,1.96,4.8,3.36,
2019-2020,2020-02-02,LAK,ANA,2.22,4.1,2.95,
2019-2020,2020-02-02,SJS,TBL,3.35,4.4,1.93,
2019-2020,2020-02-02,WSH,PIT,2.07,4.45,3.05,2019020806.0
2019-2020,2020-02-02,MTL,CBJ,2.15,4.25,3.06,2019020807.0
2019-2020,2020-02-02,CAR,VAN,1.88,4.5,3.55,2019020808.0
2019-2020,2020-02-04,TOR,FLA,1.88,4.5,3.44,
2019-2020,2020-02-04,NYR,DAL,2.91,4.2,2.18,
2019-2020,2020-02-04,DET,PHI,4.05,4.7,1.78,
2019-2020,2020-02-05,BOS,VAN,1.77,4.65,4.15,
2019-2020,2020-02-05,TBL,VGK,1.89,4.55,3.4,
2019-2020,2020-02-05,NJD,MTL,2.8,4.3,2.22,
2019-2020,2020-02-05,NYI,DAL,2.32,3.95,2.89,
2019-2020,2020-02-05,WSH,LAK,1.67,4.8,4.45,
2019-2020,2020-02-05,CBJ,FLA,2.1,4.3,3.02,
2019-2020,2020-02-05,BUF,COL,3.68,4.45,1.85,
2019-2020,2020-02-05,OTT,ANA,2.4,4.2,2.6,
2019-2020,2020-02-05,WPG,NSH,2.65,4.45,2.35,
2019-2020,2020-02-05,STL,CAR,2.1,4.1,3.1,
2019-2020,2020-02-05,MIN,CHI,2.28,4.3,2.69,
2019-2020,2020-02-05,CGY,SJS,1.78,4.55,3.85,
2019-2020,2020-02-05,ARI,EDM,2.38,5.25,2.6,
2019-2020,2020-02-06,NYR,TOR,2.9,4.5,2.1,
2019-2020,2020-02-06,CHI,BOS,3.5,4.35,2.03,
2019-2020,2020-02-07,FLA,VGK,2.86,4.3,2.2,
2019-2020,2020-02-07,NYI,LAK,1.91,4.3,3.52,
2019-2020,2020-02-07,PHI,NJD,1.73,4.65,4.05,
2019-2020,2020-02-07,TBL,PIT,1.95,4.45,3.34,
2019-2020,2020-02-07,MTL,ANA,1.98,4.2,3.4,
2019-2020,2020-02-07,BUF,DET,1.74,4.75,4.05,
2019-2020,2020-02-07,OTT,COL,3.7,4.6,1.81,
2019-2020,2020-02-07,STL,WPG,1.76,4.6,3.92,
2019-2020,2020-02-07,MIN,VAN,2.31,4.25,2.92,
2019-2020,2020-02-07,CGY,NSH,2.55,4.2,2.45,
2019-2020,2020-02-07,ARI,CAR,2.75,4.2,2.35,
2019-2020,2020-02-07,EDM,SJS,1.96,5.6,3.27,
2019-2020,2020-02-08,TOR,ANA,1.63,4.95,4.45,
2019-2020,2020-02-08,NYR,BUF,1.86,4.8,3.46,
2019-2020,2020-02-08,CBJ,DET,1.45,5.35,6.2,
2019-2020,2020-02-08,DAL,MIN,1.85,4.35,3.65,
2019-2020,2020-02-08,WPG,OTT,2.03,4.25,3.4,2019020843.0
2019-2020,2020-02-08,BOS,ARI,1.69,4.5,4.33,2019020844.0
2019-2020,2020-02-09,NJD,LAK,2.44,4.3,2.6,
2019-2020,2020-02-09,CBJ,COL,3.05,4.4,2.1,
2019-2020,2020-02-09,WSH,PHI,1.87,4.75,3.5,
2019-2020,2020-02-09,FLA,PIT,2.6,4.45,2.35,
2019-2020,2020-02-09,TBL,NYI,1.78,4.75,3.8,
2019-2020,2020-02-09,MTL,TOR,2.5,4.35,2.6,
2019-2020,2020-02-09,EDM,NSH,2.55,4.33,2.42,
2019-2020,2020-02-09,STL,DAL,1.88,4.3,3.6,
2019-2020,2020-02-09,VAN,CGY,2.2,4.2,2.9,
2019-2020,2020-02-09,VGK,CAR,2.06,4.3,3.1,
2019-2020,2020-02-09,DET,BOS,5.85,4.9,1.54,2019020855.0
2019-2020,2020-02-09,BUF,ANA,2.4,4.1,2.62,2019020856.0
2019-2020,2020-02-10,NYR,LAK,1.88,4.5,3.48,
2019-2020,2020-02-10,WPG,CHI,2.39,4.3,2.56,
2019-2020,2020-02-10,MIN,COL,2.75,4.55,2.25,
2019-2020,2020-02-11,MTL,ARI,2.07,4.05,3.2,
2019-2020,2020-02-11,PHI,FLA,2.12,4.5,2.9,
2019-2020,2020-02-11,WSH,NYI,1.91,4.35,3.48,
2019-2020,2020-02-11,CBJ,TBL,3.26,4.3,2.02,
2019-2020,2020-02-11,VAN,NSH,2.61,4.15,2.39,
2019-2020,2020-02-11,SJS,CGY,2.63,4.25,2.38,
2019-2020,2020-02-12,BUF,DET,1.78,4.4,4.05,
2019-2020,2020-02-12,TOR,ARI,1.77,4.85,3.9,
2019-2020,2020-02-12,NJD,FLA,2.75,4.33,2.24,
2019-2020,2020-02-12,NYI,PHI,2.25,4.4,2.74,
2019-2020,2020-02-12,PIT,TBL,2.27,4.3,2.7,
2019-2020,2020-02-12,WPG,NYR,2.34,4.25,2.75,
2019-2020,2020-02-12,MIN,VGK,3.0,4.45,2.1,
2019-2020,2020-02-12,DAL,CAR,2.38,3.94,2.72,
2019-2020,2020-02-12,COL,OTT,1.59,5.0,4.8,
2019-2020,2020-02-12,EDM,CHI,2.35,4.15,2.65,
2019-2020,2020-02-13,BOS,MTL,1.73,4.6,4.1,
2019-2020,2020-02-13,LAK,CGY,2.88,4.25,2.17,
2019-2020,2020-02-13,VAN,CHI,2.01,4.25,3.25,
2019-2020,2020-02-14,NJD,DET,1.94,4.3,3.4,
2019-2020,2020-02-14,FLA,PHI,2.24,4.3,2.75,
2019-2020,2020-02-14,TOR,DAL,2.05,4.2,3.18,
2019-2020,2020-02-14,BUF,CBJ,2.61,4.1,2.4,
2019-2020,2020-02-14,TBL,EDM,1.75,4.5,4.25,
2019-2020,2020-02-14,OTT,ARI,2.85,4.4,2.2,
2019-2020,2020-02-14,NSH,NYI,2.06,4.4,3.05,
2019-2020,2020-02-14,MIN,NYR,2.15,4.25,2.91,
2019-2020,2020-02-14,COL,WSH,2.19,4.35,2.83,
2019-2020,2020-02-14,VGK,STL,2.1,4.5,3.01,
2019-2020,2020-02-14,ANA,CGY,2.6,4.1,2.47,
2019-2020,2020-02-15,CBJ,NYR,2.17,4.05,2.99,
2019-2020,2020-02-15,WPG,SJS,1.99,4.3,3.35,
2019-2020,2020-02-15,PIT,MTL,1.83,4.35,3.78,
2019-2020,2020-02-15,CAR,NJD,1.57,4.88,5.6,
2019-2020,2020-02-15,BOS,DET,1.34,6.15,7.6,2019020895.0
2019-2020,2020-02-15,STL,NSH,2.12,4.25,3.06,2019020896.0
2019-2020,2020-02-15,TBL,PHI,1.86,4.45,3.65,
2019-2020,2020-02-15,FLA,EDM,1.96,4.4,3.25,2019020898.0
2019-2020,2020-02-15,MIN,SJS,1.71,4.48,4.55,
2019-2020,2020-02-16,MTL,DAL,2.76,4.1,2.34,
2019-2020,2020-02-16,OTT,TOR,3.58,4.55,1.89,
2019-2020,2020-02-16,COL,LAK,1.59,4.85,4.85,
2019-2020,2020-02-16,CGY,CHI,2.2,4.3,2.86,
2019-2020,2020-02-16,ARI,WSH,2.89,4.0,2.25,
2019-2020,2020-02-16,VGK,NYI,1.92,4.15,3.58,
2019-2020,2020-02-16,PIT,DET,1.38,5.75,7.55,2019020906.0
2019-2020,2020-02-16,NYR,BOS,3.05,4.33,2.06,2019020907.0
2019-2020,2020-02-16,CAR,EDM,1.72,4.55,4.3,2019020908.0
2019-2020,2020-02-16,VAN,ANA,2.08,4.15,3.13,2019020909.0
2019-2020,2020-02-17,NJD,CBJ,2.96,4.1,2.23,
2019-2020,2020-02-17,OTT,DAL,3.41,4.2,1.95,
2019-2020,2020-02-17,NSH,STL,2.35,4.2,2.65,
2019-2020,2020-02-17,BUF,TOR,3.15,4.45,2.03,
2019-2020,2020-02-17,WPG,CHI,2.05,4.3,3.1,
2019-2020,2020-02-17,SJS,FLA,3.02,4.2,2.15,
2019-2020,2020-02-17,CGY,ANA,1.86,4.5,3.68,2019020915.0
2019-2020,2020-02-17,ARI,NYI,2.3,4.0,2.84,2019020916.0
2019-2020,2020-02-18,VGK,WSH,2.12,4.4,2.9,
2019-2020,2020-02-18,COL,TBL,2.57,4.33,2.4,
2019-2020,2020-02-19,PIT,TOR,2.05,4.55,3.05,
2019-2020,2020-02-19,PHI,CBJ,2.06,4.33,3.2,
2019-2020,2020-02-19,OTT,BUF,2.7,4.4,2.28,
2019-2020,2020-02-19,DET,MTL,4.0,4.45,1.78,
2019-2020,2020-02-19,STL,NJD,1.57,5.05,4.8,
2019-2020,2020-02-19,NSH,CAR,2.23,4.25,2.8,
2019-2020,2020-02-19,WPG,LAK,1.95,4.4,3.45,
2019-2020,2020-02-20,CHI,NYR,2.23,4.55,2.75,
2019-2020,2020-02-20,EDM,BOS,3.94,4.65,1.77,
2019-2020,2020-02-20,DAL,ARI,1.93,4.33,3.55,
2019-2020,2020-02-20,COL,NYI,2.08,5.35,3.03,
2019-2020,2020-02-20,ANA,FLA,2.75,4.33,2.25,
2019-2020,2020-02-20,VAN,MIN,2.2,4.33,2.8,
2019-2020,2020-02-21,TOR,PIT,2.31,4.35,2.61,
2019-2020,2020-02-21,NJD,SJS,2.23,4.45,2.85,
2019-2020,2020-02-21,WSH,MTL,1.75,4.9,3.86,
2019-2020,2020-02-21,CBJ,PHI,2.4,4.25,2.74,
2019-2020,2020-02-21,OTT,WPG,2.75,4.6,2.25,
2019-2020,2020-02-21,STL,ARI,1.9,4.5,3.64,
2019-2020,2020-02-21,VGK,TBL,2.55,4.1,2.45,
2019-2020,2020-02-21,LAK,FLA,3.2,4.5,2.05,
2019-2020,2020-02-22,CAR,NYR,2.03,4.5,3.15,
2019-2020,2020-02-22,NYI,DET,1.57,4.95,5.25,
2019-2020,2020-02-22,CHI,NSH,2.65,4.55,2.3,
2019-2020,2020-02-22,DAL,STL,2.05,4.3,3.2,
2019-2020,2020-02-22,CGY,BOS,3.1,4.45,2.11,
2019-2020,2020-02-22,EDM,MIN,2.35,4.4,2.63,
2019-2020,2020-02-22,ANA,COL,3.25,4.45,2.0,
2019-2020,2020-02-22,NJD,WSH,3.85,4.7,1.74,
2019-2020,2020-02-22,PHI,WPG,2.05,4.5,3.15,2019020949.0
2019-2020,2020-02-22,PIT,BUF,1.72,4.7,4.05,2019020950.0
2019-2020,2020-02-23,NYR,SJS,1.98,4.6,3.23,
2019-2020,2020-02-23,OTT,MTL,3.0,4.5,2.08,
2019-2020,2020-02-23,TOR,CAR,1.98,4.6,3.15,
2019-2020,2020-02-23,ARI,TBL,3.31,4.4,1.99,
2019-2020,2020-02-23,NSH,CBJ,2.01,4.33,3.3,
2019-2020,2020-02-23,VAN,BOS,3.05,4.35,2.11,
2019-2020,2020-02-23,VGK,FLA,1.75,4.9,3.75,
2019-2020,2020-02-23,LAK,COL,3.25,4.4,2.0,
2019-2020,2020-02-23,WSH,PIT,2.11,4.3,3.1,2019020959.0
2019-2020,2020-02-23,BUF,WPG,2.6,4.2,2.4,2019020960.0
2019-2020,2020-02-23,DAL,CHI,1.83,4.4,3.75,2019020961.0
2019-2020,2020-02-23,NYI,SJS,1.75,4.45,4.25,
2019-2020,2020-02-24,DET,CGY,4.15,4.65,1.72,
2019-2020,2020-02-24,MIN,STL,2.67,3.96,2.4,
2019-2020,2020-02-24,ANA,VGK,3.25,4.2,2.01,
2019-2020,2020-02-24,LAK,EDM,3.22,4.7,2.07,
2019-2020,2020-02-25,CBJ,OTT,1.72,4.75,4.2,
2019-2020,2020-02-26,CAR,DAL,2.38,4.3,2.7,
2019-2020,2020-02-26,WSH,WPG,1.73,4.8,3.85,
2019-2020,2020-02-26,PHI,SJS,1.63,4.8,4.6,
2019-2020,2020-02-26,NYI,NYR,2.13,4.15,2.99,
2019-2020,2020-02-26,TBL,TOR,1.86,4.65,3.42,
2019-2020,2020-02-26,MTL,VAN,2.11,4.3,3.0,
2019-2020,2020-02-26,BOS,CGY,1.81,4.6,3.72,
2019-2020,2020-02-26,DET,NJD,2.77,4.05,2.31,
2019-2020,2020-02-26,STL,CHI,1.76,4.6,3.85,
2019-2020,2020-02-26,NSH,OTT,1.44,5.7,6.2,
