season,date,team1,team2,odds1,oddsX,odds2
2022-2023,20230118,CHI,BUF,3.55,4.80,1.81
2022-2023,20230118,ARI,DET,2.70,4.55,2.23
2022-2023,20230118,EDM,SEA,1.84,4.80,3.40
2022-2023,20230119,OTT,PIT,2.45,4.45,2.49
2022-2023,20230119,NYI,BOS,3.65,4.40,1.83
2022-2023,20230119,CGY,COL,2.21,4.50,3.04
2022-2023,20230119,VAN,TBL,3.22,4.70,1.96
2022-2023,20230119,SJS,DAL,3.10,4.50,2.00
2022-2023,20230120,CBJ,ANA,1.98,4.30,3.20
2022-2023,20230120,NYR,BOS,2.67,4.35,2.51
2022-2023,20230120,PHI,CHI,1.75,4.75,4.25
2022-2023,20230120,MTL,FLA,4.33,4.80,1.69
2022-2023,20230120,CAR,MIN,1.92,4.25,3.44
2022-2023,20230120,TOR,WPG,2.05,4.40,3.15
2022-2023,20230120,BUF,NYI,2.29,4.20,2.72
2022-2023,20230120,STL,NSH,2.55,4.30,2.51
2022-2023,20230120,EDM,TBL,2.39,4.30,2.63
2022-2023,20230120,ARI,WSH,4.20,4.60,1.74
2022-2023,20230120,VGK,DET,1.98,4.40,3.44
2022-2023,20230120,SEA,NJD,2.75,4.30,2.31
2022-2023,20230120,LAK,DAL,2.19,4.35,2.95
2022-2023,20230121,PIT,OTT,1.98,4.70,3.14
2022-2023,20230121,VAN,COL,2.95,4.70,2.01
2022-2023,20230121,BUF,ANA,1.60,5.25,4.60
2022-2023,20230121,CGY,TBL,2.50,4.30,2.50
2022-2023,20230122,FLA,MIN,2.37,4.45,2.55
2022-2023,20230122,DET,PHI,2.15,4.35,2.90
2022-2023,20230122,CBJ,SJS,2.80,4.50,2.18
2022-2023,20230122,MTL,TOR,5.60,5.50,1.56
2022-2023,20230122,OTT,WPG,2.90,4.30,2.16
2022-2023,20230122,NYI,CAR,3.25,4.25,1.98
2022-2023,20230122,DAL,ARI,1.48,5.65,5.80
2022-2023,20230122,STL,CHI,1.66,5.05,4.65
2022-2023,20230122,NSH,LAK,2.43,4.25,2.55
2022-2023,20230122,SEA,COL,2.42,4.25,2.55
2022-2023,20230122,VAN,EDM,3.80,4.85,1.85
2022-2023,20230122,VGK,WSH,2.45,4.35,2.73
2022-2023,20230122,NJD,PIT,2.22,4.60,2.97
2022-2023,20230123,CHI,LAK,4.10,4.75,1.70
2022-2023,20230123,BOS,SJS,1.46,5.50,6.35
2022-2023,20230123,PHI,WPG,3.22,4.40,1.99
2022-2023,20230123,ARI,VGK,3.95,4.65,1.75
2022-2023,20230124,NYR,FLA,2.00,4.50,3.10
2022-2023,20230124,TOR,NYI,1.73,4.75,4.00
2022-2023,20230124,DAL,BUF,1.90,4.80,3.36
2022-2023,20230124,CGY,CBJ,1.49,5.50,5.75
2022-2023,20230125,MTL,BOS,6.40,5.75,1.43
2022-2023,20230125,PIT,FLA,1.98,4.75,3.15
2022-2023,20230125,PHI,LAK,2.80,4.45,2.19
2022-2023,20230125,TBL,MIN,2.06,4.55,3.36
2022-2023,20230125,DET,SJS,2.11,4.55,2.90
2022-2023,20230125,NJD,VGK,1.91,4.60,3.25
2022-2023,20230125,STL,BUF,2.18,4.55,2.80
2022-2023,20230125,NSH,WPG,2.66,4.25,2.32
2022-2023,20230125,ARI,ANA,2.24,4.50,2.70
2022-2023,20230125,COL,WSH,2.23,4.30,2.88
2022-2023,20230125,VAN,CHI,1.70,4.90,4.20
2022-2023,20230126,OTT,NYI,2.25,4.40,2.75
2022-2023,20230126,TOR,NYR,2.05,4.45,3.10
2022-2023,20230126,DAL,CAR,2.59,4.55,2.51
2022-2023,20230126,EDM,CBJ,1.45,5.80,5.75
2022-2023,20230126,SEA,VAN,1.88,4.85,3.35
2022-2023,20230127,TBL,BOS,2.50,4.40,2.43
2022-2023,20230127,MTL,DET,3.15,4.50,2.04
2022-2023,20230127,WSH,PIT,2.28,4.70,2.84
2022-2023,20230127,WPG,BUF,1.90,4.75,3.35
2022-2023,20230127,NSH,NJD,2.75,4.40,2.30
2022-2023,20230127,MIN,PHI,1.72,4.80,4.20
2022-2023,20230127,COL,ANA,1.43,5.70,6.00
2022-2023,20230127,CGY,CHI,1.45,5.70,6.00
2022-2023,20230127,ARI,STL,3.10,4.65,1.97
2022-2023,20230128,NYI,DET,1.89,4.45,3.56
2022-2023,20230128,FLA,LAK,2.16,4.45,2.82
2022-2023,20230128,TOR,OTT,1.75,4.75,3.95
2022-2023,20230128,CAR,SJS,1.61,5.20,4.65
2022-2023,20230128,NYR,VGK,2.24,4.55,2.97
2022-2023,20230128,DAL,NJD,2.00,4.40,3.22
2022-2023,20230128,SEA,CGY,2.39,4.35,2.62
2022-2023,20230128,VAN,CBJ,1.90,4.50,3.38
2022-2023,20230128,COL,STL,1.76,4.50,4.00
2022-2023,20230129,FLA,BOS,3.20,4.75,2.08
2022-2023,20230129,WPG,PHI,1.78,4.70,3.75
2022-2023,20230129,TBL,LAK,1.78,4.50,4.05
2022-2023,20230129,OTT,MTL,1.71,4.70,4.25
2022-2023,20230129,PIT,SJS,1.68,4.80,4.33
2022-2023,20230129,NYI,VGK,2.60,4.10,2.44
2022-2023,20230129,MIN,BUF,1.92,4.50,3.25
2022-2023,20230129,SEA,CBJ,1.65,5.10,4.50
2022-2023,20230129,EDM,CHI,1.42,6.00,6.00
2022-2023,20230129,ANA,ARI,2.38,4.50,2.50
2022-2023,20230129,CAR,BOS,2.25,4.35,2.77
2022-2023,20230129,TOR,WSH,2.10,4.35,2.95
2022-2023,20230131,WPG,STL,1.80,4.70,4.20
2022-2023,20230201,CAR,LAK,1.83,4.75,3.95
2022-2023,20230201,MTL,OTT,3.70,4.65,1.82
2022-2023,20230201,CBJ,WSH,3.75,4.70,1.79
2022-2023,20230202,BUF,CAR,3.05,4.40,2.14
2022-2023,20230202,TOR,BOS,2.70,4.33,2.29
2022-2023,20230207,PHI,NYI,2.75,4.20,2.25
2022-2023,20230207,FLA,TBL,2.81,4.70,2.30
2022-2023,20230207,NYR,CGY,2.50,4.20,2.59
2022-2023,20230207,NJD,VAN,1.65,4.90,4.33
2022-2023,20230207,DAL,ANA,1.45,5.55,5.75
2022-2023,20230207,ARI,MIN,4.33,4.80,1.72
2022-2023,20230208,PIT,COL,2.60,4.75,2.45
2022-2023,20230208,TBL,SJS,1.67,5.05,4.10
2022-2023,20230208,DET,EDM,3.25,4.75,1.94
2022-2023,20230208,NYI,SEA,2.45,4.30,2.51
2022-2023,20230208,NSH,VGK,2.35,4.40,2.55
2022-2023,20230208,CHI,ANA,2.28,4.50,2.70
2022-2023,20230209,NYR,VAN,1.66,4.80,4.33
2022-2023,20230209,DAL,MIN,2.08,4.30,3.00
2022-2023,20230210,TBL,COL,2.12,4.40,2.88
2022-2023,20230210,PHI,EDM,3.35,4.80,1.87
2022-2023,20230210,FLA,SJS,1.74,5.05,4.00
2022-2023,20230210,NJD,SEA,2.32,4.75,2.77
2022-2023,20230210,DET,CGY,3.05,4.50,2.05
2022-2023,20230210,NYI,VAN,1.73,4.80,4.10
2022-2023,20230210,MIN,VGK,2.35,4.33,2.60
2022-2023,20230211,NYR,SEA,1.88,4.65,3.55
2022-2023,20230211,CBJ,TOR,4.33,5.00,1.70
2022-2023,20230211,CHI,ARI,2.55,4.55,2.58
2022-2023,20230211,ANA,PIT,4.50,5.45,1.70
2022-2023,20230211,DET,VAN,2.18,4.70,2.70
2022-2023,20230211,BUF,CGY,2.74,4.60,2.25
2022-2023,20230211,OTT,EDM,3.00,4.70,2.10
2022-2023,20230211,MTL,NYI,3.82,4.75,1.80
2022-2023,20230211,PHI,NSH,2.75,4.40,2.25
2022-2023,20230211,DAL,TBL,2.49,4.30,2.55
2022-2023,20230211,BOS,WSH,1.90,4.75,3.74
2022-2023,20230212,FLA,COL,2.23,4.45,2.77
2022-2023,20230212,TOR,CBJ,1.47,5.60,6.00
2022-2023,20230212,CAR,NYR,1.78,4.60,3.85
2022-2023,20230212,STL,ARI,1.84,4.65,3.70
2022-2023,20230212,MIN,NJD,2.32,4.25,2.73
2022-2023,20230212,WPG,CHI,1.50,5.70,5.90
2022-2023,20230212,LAK,PIT,2.40,4.40,2.65
2022-2023,20230212,MTL,EDM,4.60,5.20,1.58
2022-2023,20230212,PHI,SEA,3.02,4.45,2.05
2022-2023,20230212,WSH,SJS,1.91,4.65,3.40
2022-2023,20230212,VGK,ANA,1.48,5.50,5.75
2022-2023,20230214,OTT,CGY,3.15,4.55,1.97
2022-2023,20230214,NSH,ARI,1.67,4.70,4.20
2022-2023,20230214,MIN,FLA,2.57,4.60,2.52
2022-2023,20230214,VAN,DET,2.25,4.40,2.70
2022-2023,20230214,LAK,BUF,2.06,4.50,2.96
2022-2023,20230215,WSH,CAR,3.24,4.35,2.07
2022-2023,20230215,MTL,CHI,2.10,4.45,2.90
2022-2023,20230215,CBJ,NJD,3.70,4.80,1.77
2022-2023,20230215,NYI,OTT,1.82,4.50,4.10
2022-2023,20230215,STL,FLA,2.70,4.65,2.28
2022-2023,20230215,WPG,SEA,2.17,4.40,2.95
2022-2023,20230215,DAL,BOS,2.74,4.35,2.44
2022-2023,20230215,COL,TBL,2.60,4.35,2.38
2022-2023,20230215,SJS,PIT,3.15,4.75,2.05
2022-2023,20230216,TOR,CHI,1.32,6.15,7.70
2022-2023,20230216,ARI,TBL,4.33,4.80,1.66
2022-2023,20230216,EDM,DET,1.68,4.80,4.20
2022-2023,20230216,MIN,COL,2.39,4.45,2.77
2022-2023,20230216,ANA,BUF,3.85,4.70,1.76
2022-2023,20230216,VAN,NYR,3.50,4.70,1.83
2022-2023,20230217,WSH,FLA,2.64,4.60,2.46
2022-2023,20230217,CAR,MTL,1.38,5.85,6.50
2022-2023,20230217,CBJ,WPG,3.60,4.40,1.87
2022-2023,20230217,NSH,BOS,3.40,4.25,1.96
2022-2023,20230217,STL,NJD,3.05,4.40,2.13
2022-2023,20230217,CGY,DET,1.63,4.90,4.40
2022-2023,20230217,SEA,PHI,1.89,4.50,3.45
2022-2023,20230217,VGK,SJS,1.83,4.70,3.45
2022-2023,20230218,OTT,CHI,1.65,4.90,4.50
2022-2023,20230218,NYI,PIT,2.29,4.35,2.65
2022-2023,20230218,MIN,DAL,2.50,4.30,2.40
2022-2023,20230218,EDM,NYR,2.26,4.90,2.81
2022-2023,20230218,ANA,LAK,4.50,5.10,1.61
2022-2023,20230218,STL,COL,3.50,4.60,1.92
2022-2023,20230218,NSH,FLA,2.76,4.60,2.20
2022-2023,20230218,BOS,NYI,1.62,4.85,4.75
2022-2023,20230218,PIT,NJD,2.82,4.65,2.30
2022-2023,20230219,DAL,CBJ,1.60,4.90,4.75
2022-2023,20230219,TOR,MTL,1.41,5.90,6.30
2022-2023,20230219,CAR,WSH,1.83,4.55,3.65
2022-2023,20230219,VAN,PHI,2.26,4.65,2.63
2022-2023,20230219,CGY,NYR,2.09,4.40,3.00
2022-2023,20230219,LAK,ARI,1.69,4.90,4.00
2022-2023,20230219,SJS,BUF,2.60,4.70,2.30
2022-2023,20230219,SEA,DET,1.93,4.50,3.40
2022-2023,20230219,VGK,TBL,2.69,4.40,2.25
2022-2023,20230219,MIN,NSH,1.89,4.45,3.55
2022-2023,20230219,OTT,STL,1.96,4.55,3.30
2022-2023,20230219,COL,EDM,2.53,4.65,2.55
2022-2023,20230220,CHI,TOR,5.25,5.25,1.52
2022-2023,20230220,NJD,WPG,2.30,4.45,2.63
2022-2023,20230220,ARI,CBJ,2.20,4.50,2.78
2022-2023,20230220,FLA,ANA,1.38,6.25,6.40
2022-2023,20230220,BOS,OTT,1.46,5.50,5.75
2022-2023,20230220,SJS,SEA,3.10,4.55,2.01
2022-2023,20230220,CGY,PHI,1.67,4.85,4.15
2022-2023,20230221,PIT,NYI,2.03,4.45,3.05
2022-2023,20230221,NYR,WPG,2.02,4.60,3.44
2022-2023,20230222,TBL,ANA,1.30,6.75,7.65
2022-2023,20230222,WSH,DET,2.04,4.25,3.10
2022-2023,20230222,NJD,MTL,1.48,5.40,5.75
2022-2023,20230222,CAR,STL,1.47,5.40,6.05
2022-2023,20230222,BUF,TOR,3.20,4.60,1.98
2022-2023,20230222,MIN,LAK,2.39,4.50,2.76
2022-2023,20230222,NSH,VAN,2.00,4.50,3.15
2022-2023,20230222,CHI,VGK,4.60,5.10,1.57
2022-2023,20230222,EDM,PHI,1.49,5.45,5.30
2022-2023,20230223,NYI,WPG,2.55,4.20,2.48
2022-2023,20230223,DAL,CHI,1.37,5.90,6.90
2022-2023,20230223,ARI,CGY,4.00,4.75,1.72
2022-2023,20230224,WSH,ANA,1.50,5.40,5.25
2022-2023,20230224,TBL,BUF,1.72,5.00,4.00
2022-2023,20230224,PIT,EDM,2.44,4.65,2.40
2022-2023,20230224,NJD,LAK,2.12,4.33,2.95
2022-2023,20230224,CBJ,MIN,3.35,4.50,1.88
2022-2023,20230224,DET,NYR,2.95,4.55,2.06
2022-2023,20230224,STL,VAN,2.28,4.65,2.55
2022-2023,20230224,VGK,CGY,2.23,4.45,2.75
2022-2023,20230224,SEA,BOS,3.36,4.75,2.02
2022-2023,20230224,SJS,NSH,2.55,4.40,2.38
2022-2023,20230225,FLA,BUF,1.82,4.95,3.45
2022-2023,20230225,TOR,MIN,1.86,4.45,4.15
2022-2023,20230225,PHI,MTL,1.98,4.55,3.20
2022-2023,20230225,CAR,OTT,1.66,4.90,4.33
2022-2023,20230225,NYI,LAK,2.22,4.33,2.75
2022-2023,20230225,WPG,COL,2.43,4.33,2.46
2022-2023,20230225,CBJ,EDM,4.33,5.10,1.68
2022-2023,20230225,WSH,NYR,3.13,4.60,2.14
2022-2023,20230225,STL,PIT,3.15,4.50,1.98
2022-2023,20230226,VAN,BOS,4.75,5.10,1.61
2022-2023,20230226,CAR,ANA,1.34,6.25,7.10
2022-2023,20230226,MTL,OTT,3.15,4.65,1.97
2022-2023,20230226,NJD,PHI,1.57,5.00,5.00
2022-2023,20230226,DET,TBL,3.40,4.60,1.91
2022-2023,20230226,VGK,DAL,2.37,4.30,2.60
2022-2023,20230226,COL,CGY,2.40,4.45,2.48
2022-2023,20230226,SJS,CHI,1.82,4.65,3.75
2022-2023,20230226,BUF,WSH,2.35,4.55,2.50
2022-2023,20230226,MIN,CBJ,1.57,5.10,5.00
2022-2023,20230226,WPG,NYI,2.10,4.40,2.95
2022-2023,20230226,NYR,LAK,2.06,4.50,3.20
2022-2023,20230227,PIT,TBL,2.55,4.75,2.50
2022-2023,20230227,SEA,TOR,3.05,4.60,2.03
2022-2023,20230227,ARI,NSH,3.20,4.45,1.99
2022-2023,20230228,OTT,DET,2.23,4.40,2.68
2022-2023,20230228,EDM,BOS,2.65,4.55,2.28
2022-2023,20230228,DAL,VAN,1.61,5.05,4.50
2022-2023,20230228,COL,VGK,2.21,4.50,3.04
2022-2023,20230228,ANA,CHI,2.20,4.35,2.75
2022-2023,20230301,OTT,DET,2.29,4.50,2.65
2022-2023,20230301,TBL,FLA,1.93,4.75,3.15
2022-2023,20230301,BUF,CBJ,1.76,4.95,3.85
2022-2023,20230301,WPG,LAK,2.32,4.45,2.88
2022-2023,20230301,MIN,NYI,2.14,4.20,2.96
2022-2023,20230301,NSH,PIT,2.80,4.45,2.18
2022-2023,20230301,STL,SEA,2.90,4.50,2.08
2022-2023,20230301,CGY,BOS,2.75,4.35,2.23
2022-2023,20230301,ARI,CHI,1.86,4.60,3.40
2022-2023,20230301,SJS,MTL,2.02,4.55,3.05
2022-2023,20230302,PHI,NYR,4.20,4.75,1.72
2022-2023,20230302,EDM,TOR,2.63,4.75,2.42
2022-2023,20230302,DAL,ARI,1.42,5.55,6.40
2022-2023,20230302,COL,NJD,2.38,4.40,2.50
2022-2023,20230302,VGK,CAR,3.00,4.40,2.08
2022-2023,20230302,ANA,WSH,3.75,4.70,1.76
2022-2023,20230303,FLA,NSH,1.76,5.40,3.90
2022-2023,20230303,NYR,OTT,2.02,4.65,3.00
2022-2023,20230303,TBL,PIT,2.09,4.65,3.22
2022-2023,20230303,BOS,BUF,1.58,5.15,4.75
2022-2023,20230303,DET,SEA,2.58,4.45,2.30
2022-2023,20230303,CHI,DAL,4.50,5.00,1.61
2022-2023,20230303,CGY,TOR,2.25,4.60,2.63
2022-2023,20230303,VAN,MIN,3.05,4.50,2.06
2022-2023,20230303,LAK,MTL,1.65,4.90,4.50
2022-2023,20230303,SJS,STL,2.35,4.40,2.60
2022-2023,20230304,CBJ,SEA,3.20,4.60,2.02
2022-2023,20230304,EDM,WPG,1.98,4.40,3.10
2022-2023,20230304,ARI,CAR,5.80,5.40,1.49
2022-2023,20230304,ANA,MTL,2.35,4.25,2.59
2022-2023,20230304,VGK,NJD,2.54,4.40,2.61
2022-2023,20230304,NYI,DET,1.85,4.55,3.70
2022-2023,20230304,BUF,TBL,3.10,4.80,1.99
2022-2023,20230304,BOS,NYR,2.01,4.60,3.46
2022-2023,20230304,DAL,COL,2.43,4.33,2.57
2022-2023,20230305,SJS,WSH,2.95,4.55,2.08
2022-2023,20230305,FLA,PIT,2.18,4.70,2.75
2022-2023,20230305,VAN,TOR,3.90,4.85,1.77
2022-2023,20230305,WPG,EDM,2.55,4.60,2.35
2022-2023,20230305,OTT,CBJ,1.57,5.35,4.70
2022-2023,20230305,CHI,NSH,4.20,4.65,1.75
2022-2023,20230305,CGY,MIN,2.06,4.40,3.10
2022-2023,20230305,LAK,STL,1.76,4.75,3.70
2022-2023,20230305,CAR,TBL,2.03,4.75,3.34
2022-2023,20230306,VGK,MTL,1.60,5.05,4.50
2022-2023,20230306,PHI,DET,2.25,4.35,2.75
2022-2023,20230306,ARI,NJD,5.75,5.50,1.46
2022-2023,20230306,COL,SEA,2.00,4.55,3.15
2022-2023,20230307,WPG,SJS,1.77,4.75,3.75
2022-2023,20230307,BUF,EDM,3.00,4.85,1.98
2022-2023,20230307,DAL,CGY,2.20,4.40,2.75
2022-2023,20230307,CHI,OTT,4.50,5.00,1.62
2022-2023,20230307,VAN,NSH,2.48,4.40,2.43
2022-2023,20230307,LAK,WSH,2.15,4.85,3.02
2022-2023,20230308,MTL,CAR,5.60,5.50,1.48
2022-2023,20230308,PIT,CBJ,1.53,5.40,5.00
2022-2023,20230308,TBL,PHI,1.55,5.20,4.90
2022-2023,20230308,NJD,TOR,2.25,4.70,2.89
2022-2023,20230308,FLA,VGK,2.01,4.65,3.10
2022-2023,20230308,NYI,BUF,1.90,4.60,3.40
2022-2023,20230308,MIN,CGY,2.04,4.40,3.05
2022-2023,20230308,COL,SJS,1.48,5.55,5.75
2022-2023,20230308,ARI,STL,2.85,4.50,2.16
2022-2023,20230308,SEA,ANA,1.54,5.25,5.00
2022-2023,20230309,WPG,MIN,2.17,4.33,2.88
2022-2023,20230309,DET,CHI,1.68,4.70,4.33
2022-2023,20230309,VAN,ANA,1.66,5.10,4.33
2022-2023,20230310,BUF,DAL,3.25,4.65,1.99
2022-2023,20230310,PIT,NYI,2.14,4.40,2.85
2022-2023,20230310,MTL,NYR,4.75,5.20,1.61
2022-2023,20230310,WSH,NJD,2.95,4.55,2.06
2022-2023,20230310,CAR,PHI,1.42,5.65,6.00
2022-2023,20230310,TBL,VGK,1.98,4.75,3.48
2022-2023,20230310,BOS,EDM,1.98,4.60,3.10
2022-2023,20230310,STL,SJS,2.03,4.55,3.05
2022-2023,20230310,COL,LAK,2.01,4.55,3.20
2022-2023,20230310,ARI,NSH,3.30,4.55,1.94
2022-2023,20230310,SEA,OTT,2.28,4.60,2.63
2022-2023,20230311,FLA,CHI,1.33,6.40,7.10
2022-2023,20230311,CGY,ANA,1.42,5.80,6.10
2022-2023,20230314,TOR,BUF,1.68,5.05,4.10
2022-2023,20230314,MTL,COL,4.50,4.90,1.64
2022-2023,20230314,SEA,DAL,2.65,4.45,2.29
2022-2023,20230315,PIT,MTL,1.47,5.40,5.50
2022-2023,20230315,NJD,TBL,2.08,4.60,2.90
2022-2023,20230315,PHI,VGK,3.35,4.60,1.89
2022-2023,20230315,NYR,WSH,1.96,4.65,3.60
2022-2023,20230315,CAR,WPG,1.74,4.75,4.20
2022-2023,20230315,NSH,DET,2.12,4.40,2.90
2022-2023,20230315,CHI,BOS,6.75,5.90,1.37
2022-2023,20230315,EDM,OTT,1.74,5.10,3.90
2022-2023,20230315,ARI,CGY,4.35,4.90,1.64
2022-2023,20230315,VAN,DAL,2.75,4.55,2.19
2022-2023,20230315,SJS,CBJ,2.11,4.55,2.95
2022-2023,20230315,LAK,NYI,2.20,4.35,2.80
2022-2023,20230316,WSH,BUF,2.28,4.65,2.77
2022-2023,20230316,TOR,COL,2.10,4.55,2.90
2022-2023,20230316,STL,MIN,2.85,4.33,2.17
2022-2023,20230316,ANA,NYI,3.55,4.60,1.83
2022-2023,20230317,OTT,COL,2.60,4.40,2.32
2022-2023,20230317,FLA,MTL,1.47,5.65,5.50
2022-2023,20230317,NYR,PIT,2.12,4.25,2.95
2022-2023,20230317,NJD,TBL,2.20,4.30,2.85
2022-2023,20230317,WPG,BOS,3.05,4.40,2.05
2022-2023,20230317,NSH,CHI,1.65,5.20,4.50
2022-2023,20230317,EDM,DAL,2.13,4.60,3.15
2022-2023,20230317,VGK,CGY,2.55,4.30,2.43
2022-2023,20230317,ARI,VAN,3.05,4.35,2.07
2022-2023,20230317,LAK,CBJ,1.56,5.20,4.75
2022-2023,20230317,SJS,SEA,3.28,4.60,1.93
2022-2023,20230318,PHI,BUF,2.85,4.55,2.14
2022-2023,20230318,TOR,CAR,2.38,4.35,2.60
2022-2023,20230318,WSH,STL,1.91,4.70,3.30
2022-2023,20230318,ANA,CBJ,2.30,4.65,2.63
2022-2023,20230318,DET,COL,3.30,4.55,1.92
2022-2023,20230318,MIN,BOS,3.05,4.30,2.05
2022-2023,20230318,NSH,WPG,2.85,4.25,2.20
2022-2023,20230318,SEA,EDM,2.85,4.75,2.14
2022-2023,20230318,PHI,CAR,4.33,4.85,1.70
2022-2023,20230318,FLA,NJD,2.33,4.65,2.55
2022-2023,20230319,TBL,MTL,1.52,5.60,4.75
2022-2023,20230319,OTT,TOR,2.88,4.65,2.12
2022-2023,20230319,NYR,PIT,2.18,4.60,3.06
2022-2023,20230319,LAK,VAN,1.82,4.70,3.60
2022-2023,20230319,CGY,DAL,2.30,4.30,2.78
2022-2023,20230319,ARI,CHI,2.10,4.30,3.10
2022-2023,20230319,SJS,NYI,3.45,4.50,1.89
2022-2023,20230319,BUF,BOS,3.35,4.70,1.93
2022-2023,20230319,MIN,WSH,2.13,4.40,3.00
2022-2023,20230319,VGK,CBJ,1.55,5.45,5.00
2022-2023,20230320,STL,WPG,2.82,4.60,2.16
2022-2023,20230320,NYR,NSH,1.76,4.70,4.20
2022-2023,20230320,TBL,NJD,2.41,4.60,2.70
2022-2023,20230320,ANA,VAN,2.75,4.65,2.20
2022-2023,20230321,PIT,OTT,1.98,4.75,3.10
2022-2023,20230321,DET,FLA,3.60,4.75,1.87
2022-2023,20230321,COL,CHI,1.42,5.70,6.10
2022-2023,20230321,EDM,SJS,1.49,5.60,5.25
2022-2023,20230321,LAK,CGY,2.56,4.35,2.60
2022-2023,20230322,NYR,CAR,2.38,4.40,2.80
2022-2023,20230322,WSH,CBJ,1.68,4.95,4.20
2022-2023,20230322,PHI,FLA,3.15,4.65,2.00
2022-2023,20230322,NJD,MIN,1.91,4.55,3.35
2022-2023,20230322,BUF,NSH,2.02,4.65,3.10
2022-2023,20230322,BOS,OTT,1.53,5.45,5.15
2022-2023,20230322,MTL,TBL,4.33,4.95,1.64
2022-2023,20230322,NYI,TOR,2.55,4.40,2.38
2022-2023,20230322,WPG,ARI,1.55,5.15,4.80
2022-2023,20230322,STL,DET,2.08,4.60,2.88
2022-2023,20230322,DAL,SEA,1.97,4.60,3.15
2022-2023,20230322,ANA,CGY,4.00,4.85,1.73
2022-2023,20230322,VAN,VGK,2.80,4.55,2.14
2022-2023,20230323,COL,PIT,2.07,4.50,3.10
2022-2023,20230323,EDM,ARI,1.37,6.05,6.75
2022-2023,20230323,PHI,MIN,3.00,4.50,2.06
2022-2023,20230324,WSH,CHI,1.57,5.00,4.80
2022-2023,20230324,BOS,MTL,1.42,5.80,6.00
2022-2023,20230324,CAR,NYR,2.20,4.35,2.90
2022-2023,20230324,OTT,TBL,2.75,4.65,2.20
2022-2023,20230324,FLA,TOR,2.28,4.55,2.90
2022-2023,20230324,DET,STL,2.22,4.60,2.65
2022-2023,20230324,NSH,SEA,2.75,4.50,2.18
2022-2023,20230324,DAL,PIT,1.97,4.60,3.20
2022-2023,20230324,CGY,VGK,2.15,4.50,2.85
2022-2023,20230324,VAN,SJS,1.91,4.75,3.25
2022-2023,20230324,ANA,WPG,4.50,5.50,1.62
2022-2023,20230325,CBJ,NYI,4.00,4.75,1.73
2022-2023,20230325,BUF,NJD,3.25,4.75,1.93
2022-2023,20230325,COL,ARI,1.39,6.00,6.50
2022-2023,20230325,PHI,DET,2.20,4.25,2.80
2022-2023,20230325,BOS,TBL,1.99,4.55,3.40
2022-2023,20230325,NSH,SEA,2.80,4.45,2.17
2022-2023,20230325,LAK,WPG,2.28,4.45,2.65
2022-2023,20230325,CGY,SJS,1.57,5.25,4.75
2022-2023,20230325,MIN,CHI,1.47,5.35,5.75
2022-2023,20230325,FLA,NYR,2.15,4.55,2.80
2022-2023,20230325,NYI,BUF,1.94,4.70,3.35
2022-2023,20230326,DAL,VAN,1.90,4.65,3.30
2022-2023,20230326,MTL,CBJ,2.04,5.00,3.05
2022-2023,20230326,NJD,OTT,1.82,4.75,3.60
2022-2023,20230326,CAR,TOR,2.10,4.45,2.90
2022-2023,20230326,PIT,WSH,2.16,4.75,3.04
2022-2023,20230326,EDM,VGK,1.85,4.85,3.40
2022-2023,20230326,ANA,STL,3.10,4.60,2.12
2022-2023,20230326,ARI,COL,4.75,5.00,1.57
2022-2023,20230326,CAR,BOS,2.46,4.60,2.90
2022-2023,20230327,NSH,TOR,3.60,4.65,1.85
2022-2023,20230327,CHI,VAN,3.25,4.60,1.94
2022-2023,20230327,LAK,STL,1.69,4.90,4.20
2022-2023,20230328,OTT,FLA,2.85,4.80,2.07
2022-2023,20230328,BUF,MTL,1.90,4.70,3.40
2022-2023,20230328,NYI,NJD,2.75,4.55,2.38
2022-2023,20230328,MIN,SEA,2.25,4.40,2.66
2022-2023,20230328,ANA,COL,4.60,5.10,1.61
2022-2023,20230328,ARI,EDM,5.00,5.45,1.52
2022-2023,20230329,NYR,CBJ,1.44,5.75,5.50
2022-2023,20230329,PHI,MTL,2.05,4.60,3.00
2022-2023,20230329,BOS,NSH,1.55,5.00,5.25
2022-2023,20230329,CAR,TBL,2.16,4.45,2.85
2022-2023,20230329,DET,PIT,3.50,4.60,1.89
2022-2023,20230329,STL,VAN,2.50,4.60,2.39
2022-2023,20230329,CHI,DAL,4.75,5.00,1.58
2022-2023,20230329,CGY,LAK,2.18,4.45,2.75
2022-2023,20230329,VGK,EDM,2.62,4.55,2.48
2022-2023,20230329,SJS,WPG,3.85,4.75,1.80
2022-2023,20230330,TOR,FLA,2.02,4.40,3.05
2022-2023,20230330,WSH,NYI,2.60,4.20,2.38
2022-2023,20230330,COL,MIN,2.04,4.25,3.20
2022-2023,20230331,BOS,CBJ,1.37,6.10,6.90
2022-2023,20230331,MTL,FLA,3.55,4.70,1.83
2022-2023,20230331,NJD,NYR,2.22,4.25,2.80
2022-2023,20230331,PIT,NSH,1.81,4.55,3.75
2022-2023,20230331,OTT,PHI,1.93,4.35,3.30
2022-2023,20230331,TBL,WSH,1.90,4.65,3.80
2022-2023,20230331,DET,CAR,3.80,4.50,1.79
2022-2023,20230331,CHI,STL,2.92,4.45,2.10
2022-2023,20230331,EDM,LAK,2.00,4.40,3.35
