season,date,team1,team2,odds1,oddsX,odds2
2022-2023,20221113,COL,CAR,2.42,4.65,2.66
2022-2023,20221113,ANA,CHI,2.10,4.55,2.83
2022-2023,20221113,VGK,STL,1.86,4.85,3.84
2022-2023,20221113,CGY,WPG,1.98,4.45,3.15
2022-2023,20221113,LAK,DET,1.78,4.70,3.60
2022-2023,20221113,PHI,DAL,3.35,4.65,1.86
2022-2023,20221114,MIN,SJS,1.76,4.70,3.70
2022-2023,20221114,BOS,VAN,1.70,4.85,4.00
2022-2023,20221114,NYR,ARI,1.46,5.50,6.00
2022-2023,20221114,TBL,WSH,2.00,4.60,3.50
2022-2023,20221114,SEA,WPG,2.05,4.50,3.05
2022-2023,20221114,OTT,NYI,2.50,4.35,2.38
2022-2023,20221115,CGY,LAK,2.06,4.40,3.44
2022-2023,20221115,CHI,CAR,4.20,4.75,1.69
2022-2023,20221115,COL,STL,1.78,4.80,3.64
2022-2023,20221116,TBL,DAL,2.12,4.50,2.81
2022-2023,20221116,MTL,NJD,3.40,4.65,1.89
2022-2023,20221116,PIT,TOR,2.50,4.80,2.53
2022-2023,20221116,BUF,VAN,2.39,4.65,2.47
2022-2023,20221116,FLA,WSH,1.87,4.85,3.80
2022-2023,20221116,CBJ,PHI,2.55,4.45,2.32
2022-2023,20221116,NSH,MIN,2.38,4.35,2.60
2022-2023,20221116,ANA,DET,2.60,4.45,2.26
2022-2023,20221116,VGK,SJS,1.62,5.05,4.50
2022-2023,20221117,OTT,BUF,2.01,4.70,2.95
2022-2023,20221117,CHI,STL,3.34,4.50,1.90
2022-2023,20221117,EDM,LAK,2.16,4.90,2.98
2022-2023,20221118,TBL,CGY,2.44,4.60,2.65
2022-2023,20221118,CAR,COL,2.26,4.60,2.91
2022-2023,20221118,FLA,DAL,1.98,4.60,3.24
2022-2023,20221118,CBJ,MTL,2.42,4.45,2.42
2022-2023,20221118,TOR,NJD,2.11,4.55,2.90
2022-2023,20221118,BOS,PHI,1.50,5.45,5.70
2022-2023,20221118,WPG,ANA,1.68,4.85,4.33
2022-2023,20221118,NSH,NYI,2.38,4.20,2.55
2022-2023,20221118,MIN,PIT,2.38,4.40,2.49
2022-2023,20221118,STL,WSH,2.42,4.40,2.43
2022-2023,20221118,VGK,ARI,1.44,5.75,6.25
2022-2023,20221118,SEA,NYR,2.78,4.33,2.16
2022-2023,20221118,SJS,DET,2.26,4.33,2.65
2022-2023,20221119,VAN,LAK,2.35,4.65,2.75
2022-2023,20221119,OTT,NJD,2.75,4.50,2.15
2022-2023,20221119,FLA,CGY,2.12,4.40,2.85
2022-2023,20221120,WPG,PIT,2.59,4.30,2.28
2022-2023,20221120,TOR,BUF,1.59,5.10,4.75
2022-2023,20221120,BOS,CHI,1.39,5.80,6.50
2022-2023,20221120,WSH,COL,2.82,4.35,2.39
2022-2023,20221120,CBJ,DET,2.90,4.50,2.05
2022-2023,20221120,MTL,PHI,2.19,4.30,2.71
2022-2023,20221120,STL,ANA,1.81,4.60,3.60
2022-2023,20221120,MIN,CAR,2.70,4.30,2.23
2022-2023,20221120,DAL,NYI,2.03,4.40,3.00
2022-2023,20221120,NSH,TBL,2.75,4.33,2.18
2022-2023,20221120,SEA,LAK,2.20,4.30,2.75
2022-2023,20221120,EDM,VGK,2.50,4.65,2.58
2022-2023,20221120,SJS,NYR,3.32,4.40,1.92
2022-2023,20221121,CBJ,FLA,4.33,5.45,1.70
2022-2023,20221121,CHI,PIT,3.90,4.75,1.72
2022-2023,20221122,TBL,BOS,2.59,4.60,2.50
2022-2023,20221122,PHI,CGY,3.95,4.70,1.73
2022-2023,20221122,NJD,EDM,2.05,4.65,2.95
2022-2023,20221122,WPG,CAR,3.20,4.45,1.97
2022-2023,20221122,TOR,NYI,1.89,4.60,3.25
2022-2023,20221122,STL,ANA,1.75,4.85,3.80
2022-2023,20221122,NSH,ARI,1.64,5.00,4.50
2022-2023,20221122,DAL,COL,2.43,4.55,2.68
2022-2023,20221122,SJS,OTT,2.49,4.45,2.35
2022-2023,20221122,VAN,VGK,2.80,4.55,2.13
2022-2023,20221123,MTL,BUF,2.44,4.50,2.41
2022-2023,20221123,LAK,NYR,2.80,4.60,2.34
2022-2023,20221124,MIN,WPG,2.05,4.45,3.05
2022-2023,20221124,CAR,ARI,1.48,5.40,5.60
2022-2023,20221124,FLA,BOS,2.48,4.75,2.57
2022-2023,20221124,PIT,CGY,2.20,4.60,2.70
2022-2023,20221124,CBJ,MTL,2.31,4.65,2.58
2022-2023,20221124,BUF,STL,2.90,4.55,2.10
2022-2023,20221124,NJD,TOR,2.19,4.80,2.96
2022-2023,20221124,DET,NSH,2.28,4.45,2.70
2022-2023,20221124,NYI,EDM,2.25,4.45,2.65
2022-2023,20221124,WSH,PHI,1.67,4.80,4.50
2022-2023,20221124,DAL,CHI,1.54,5.30,5.40
2022-2023,20221124,ANA,NYR,3.20,4.50,1.99
2022-2023,20221124,VGK,OTT,1.69,5.00,4.00
2022-2023,20221124,SEA,SJS,1.90,4.50,3.40
2022-2023,20221124,COL,VAN,1.81,4.80,3.50
2022-2023,20221125,BOS,CAR,2.10,4.60,3.22
2022-2023,20221125,CHI,MTL,2.33,4.50,2.55
2022-2023,20221125,MIN,TOR,2.37,4.45,2.48
2022-2023,20221125,WSH,CGY,2.60,4.40,2.29
2022-2023,20221125,ANA,OTT,2.90,4.55,2.07
2022-2023,20221125,PHI,PIT,4.05,4.90,1.81
2022-2023,20221126,DET,ARI,1.72,4.75,4.00
2022-2023,20221126,CBJ,NYI,3.50,4.70,1.81
2022-2023,20221126,BUF,NJD,3.10,4.75,1.95
2022-2023,20221126,TBL,STL,1.83,4.65,3.50
2022-2023,20221126,VGK,SEA,1.89,4.65,3.25
2022-2023,20221126,DAL,WPG,1.90,4.55,3.25
2022-2023,20221126,SJS,LAK,2.85,4.45,2.14
2022-2023,20221126,NYR,EDM,2.10,4.85,3.15
2022-2023,20221126,CAR,CGY,2.15,4.45,2.90
2022-2023,20221127,FLA,STL,1.87,4.90,3.78
2022-2023,20221127,PIT,TOR,2.17,4.60,2.70
2022-2023,20221127,NJD,WSH,1.88,4.60,3.55
2022-2023,20221127,NYI,PHI,1.66,4.85,4.33
2022-2023,20221127,COL,DAL,1.98,4.55,3.15
2022-2023,20221127,VGK,VAN,1.85,4.75,3.35
2022-2023,20221127,MIN,ARI,1.60,5.05,4.50
2022-2023,20221128,CHI,WPG,3.10,4.45,1.98
2022-2023,20221128,ANA,SEA,3.10,4.55,1.96
2022-2023,20221128,SJS,VAN,2.60,4.85,2.43
2022-2023,20221128,LAK,OTT,2.05,4.55,2.90
2022-2023,20221129,EDM,FLA,2.45,4.55,2.40
2022-2023,20221130,PIT,CAR,2.57,4.20,2.66
2022-2023,20221130,MTL,SJS,2.38,4.55,2.47
2022-2023,20221130,BOS,TBL,2.02,4.65,3.40
2022-2023,20221130,PHI,NYI,3.60,4.50,1.79
2022-2023,20221130,NSH,ANA,1.68,4.90,4.20
2022-2023,20221130,WPG,COL,2.85,4.45,2.10
2022-2023,20221130,CGY,FLA,2.07,4.60,2.90
2022-2023,20221130,VAN,WSH,2.41,4.50,2.50
2022-2023,20221130,LAK,SEA,2.22,4.45,2.75
2022-2023,20221201,DET,BUF,2.20,4.90,2.90
2022-2023,20221201,OTT,NYR,2.51,4.55,2.45
2022-2023,20221201,TOR,SJS,1.55,5.20,5.00
2022-2023,20221201,CHI,EDM,3.60,4.80,1.78
2022-2023,20221202,BUF,COL,3.40,4.80,1.84
2022-2023,20221202,NJD,NSH,1.79,4.70,3.65
2022-2023,20221202,PHI,TBL,4.20,4.75,1.75
2022-2023,20221202,PIT,VGK,2.49,4.65,2.59
2022-2023,20221202,STL,CAR,2.85,4.33,2.17
2022-2023,20221202,MIN,EDM,2.11,4.85,3.10
2022-2023,20221202,DAL,ANA,1.53,5.30,5.05
2022-2023,20221202,CGY,MTL,1.60,5.05,4.75
2022-2023,20221202,VAN,FLA,2.65,4.65,2.22
2022-2023,20221202,SEA,WSH,2.31,4.40,2.55
2022-2023,20221202,LAK,ARI,1.69,4.90,4.33
2022-2023,20221203,NYR,OTT,1.80,4.85,3.84
2022-2023,20221203,NYI,NSH,2.07,4.45,3.38
2022-2023,20221203,WPG,CBJ,1.75,4.90,3.90
2022-2023,20221203,MIN,ANA,1.59,5.20,4.80
2022-2023,20221204,EDM,MTL,1.68,5.00,4.33
2022-2023,20221204,BOS,COL,2.04,4.60,3.38
2022-2023,20221204,PHI,NJD,4.20,4.75,1.71
2022-2023,20221204,OTT,SJS,2.11,4.55,2.80
2022-2023,20221204,PIT,STL,1.86,4.70,3.45
2022-2023,20221204,TBL,TOR,2.31,4.65,2.81
2022-2023,20221204,DET,VGK,2.80,4.65,2.13
2022-2023,20221204,NYR,CHI,1.66,4.80,4.50
2022-2023,20221204,VAN,ARI,1.73,4.80,4.00
2022-2023,20221204,SEA,FLA,2.50,4.45,2.37
2022-2023,20221204,CGY,WSH,2.03,4.45,3.05
2022-2023,20221204,LAK,CAR,2.75,4.33,2.22
2022-2023,20221204,WPG,ANA,1.60,5.20,4.90
2022-2023,20221204,DAL,MIN,2.12,4.65,3.16
2022-2023,20221205,CBJ,DET,2.55,4.50,2.35
2022-2023,20221205,BUF,SJS,2.01,4.65,3.02
2022-2023,20221205,NYI,CHI,1.58,5.10,5.00
2022-2023,20221206,PHI,COL,3.60,4.50,1.83
2022-2023,20221206,NYR,STL,1.95,4.40,3.25
2022-2023,20221206,BOS,VGK,1.85,4.50,3.50
2022-2023,20221206,EDM,WSH,2.19,4.80,3.10
2022-2023,20221206,CGY,ARI,1.53,5.10,5.50
2022-2023,20221206,VAN,MTL,1.82,4.90,4.00
2022-2023,20221207,NJD,CHI,1.44,5.60,6.40
2022-2023,20221207,PIT,CBJ,1.58,5.30,4.80
2022-2023,20221207,TBL,DET,1.74,5.05,4.35
2022-2023,20221207,OTT,LAK,2.39,4.55,2.50
2022-2023,20221207,NYI,STL,1.81,4.60,3.70
2022-2023,20221207,WPG,FLA,2.48,4.40,2.38
2022-2023,20221207,DAL,TOR,2.41,4.55,2.71
2022-2023,20221207,ANA,CAR,4.80,5.10,1.58
2022-2023,20221207,SEA,MTL,1.62,5.05,4.75
2022-2023,20221208,PHI,WSH,2.88,4.45,2.12
2022-2023,20221208,CBJ,BUF,3.15,4.70,1.99
2022-2023,20221208,CGY,MIN,2.13,4.45,3.05
2022-2023,20221208,COL,BOS,3.50,4.60,1.87
2022-2023,20221208,EDM,ARI,1.53,5.45,5.00
2022-2023,20221208,VGK,NYR,2.33,4.60,2.81
2022-2023,20221208,SJS,VAN,2.60,4.60,2.32
2022-2023,20221209,TOR,LAK,1.99,4.65,3.50
2022-2023,20221209,TBL,NSH,1.85,4.75,3.45
2022-2023,20221209,FLA,DET,1.74,4.85,4.00
2022-2023,20221209,STL,WPG,2.70,4.40,2.26
2022-2023,20221209,DAL,OTT,1.79,4.90,3.90
2022-2023,20221210,CBJ,CGY,4.50,5.00,1.65
2022-2023,20221210,NJD,NYI,1.80,4.75,3.75
2022-2023,20221210,BUF,PIT,2.90,4.75,2.08
2022-2023,20221210,WSH,SEA,2.11,4.50,2.95
2022-2023,20221210,CHI,WPG,2.91,4.55,2.12
2022-2023,20221210,EDM,MIN,2.35,4.70,2.74
2022-2023,20221210,COL,NYR,3.10,4.70,2.14
2022-2023,20221210,ARI,BOS,5.50,5.30,1.50
2022-2023,20221210,VGK,PHI,1.68,4.90,4.33
2022-2023,20221210,ANA,SJS,2.50,4.60,2.35
2022-2023,20221210,NSH,OTT,2.15,4.55,2.88
2022-2023,20221210,DAL,DET,1.86,4.70,3.60
2022-2023,20221210,TBL,FLA,2.15,4.75,3.05
2022-2023,20221211,PIT,BUF,1.80,4.85,3.60
2022-2023,20221211,TOR,CGY,2.08,4.30,3.46
2022-2023,20221211,MTL,LAK,3.25,4.45,1.95
2022-2023,20221211,NYI,CAR,2.95,4.30,2.15
2022-2023,20221211,VAN,MIN,2.43,4.45,2.65
2022-2023,20221211,STL,COL,2.55,4.25,2.39
2022-2023,20221212,CBJ,LAK,3.00,4.50,2.07
2022-2023,20221212,FLA,SEA,1.99,4.60,3.05
2022-2023,20221212,ARI,PHI,2.48,4.25,2.48
2022-2023,20221212,WPG,WSH,2.22,4.50,2.91
2022-2023,20221212,VGK,BOS,3.34,4.35,2.11
2022-2023,20221213,MTL,CGY,3.60,4.60,1.82
2022-2023,20221213,PIT,DAL,2.33,4.50,2.83
2022-2023,20221213,NYR,NJD,2.48,4.40,2.43
2022-2023,20221213,OTT,ANA,1.71,4.95,4.00
2022-2023,20221213,MIN,EDM,2.21,4.55,2.89
2022-2023,20221213,STL,NSH,2.55,4.40,2.35
2022-2023,20221214,TOR,ANA,1.36,6.20,7.50
2022-2023,20221214,FLA,CBJ,1.62,5.15,4.60
2022-2023,20221214,NJD,DAL,2.15,4.45,3.18
2022-2023,20221214,BUF,LAK,2.48,4.50,2.40
2022-2023,20221214,BOS,NYI,1.68,4.85,4.35
2022-2023,20221214,TBL,SEA,1.86,4.75,3.62
2022-2023,20221214,DET,CAR,3.25,4.55,2.10
2022-2023,20221214,NSH,EDM,2.67,4.45,2.25
2022-2023,20221214,WPG,VGK,2.13,4.40,2.95
2022-2023,20221214,CHI,WSH,4.00,4.75,1.76
2022-2023,20221214,COL,PHI,1.70,4.75,4.20
2022-2023,20221214,SJS,ARI,1.92,4.55,3.30
2022-2023,20221215,OTT,MTL,1.79,4.65,3.75
2022-2023,20221215,MIN,DET,1.66,5.15,4.85
2022-2023,20221215,CGY,VAN,1.90,4.55,3.55
2022-2023,20221216,MTL,ANA,2.02,4.50,3.05
2022-2023,20221216,TBL,CBJ,1.53,5.40,5.10
2022-2023,20221216,WSH,DAL,2.48,4.25,2.46
2022-2023,20221216,BOS,LAK,1.73,4.95,4.50
2022-2023,20221216,NJD,PHI,1.60,4.90,4.75
2022-2023,20221216,FLA,PIT,2.49,4.40,2.48
2022-2023,20221216,CAR,SEA,1.84,4.50,3.65
2022-2023,20221216,NYR,TOR,2.85,4.40,2.35
2022-2023,20221216,WPG,NSH,1.98,4.40,3.26
2022-2023,20221216,CHI,VGK,4.00,4.70,1.75
2022-2023,20221216,COL,BUF,1.91,4.60,3.25
2022-2023,20221216,EDM,STL,1.96,4.60,3.20
2022-2023,20221217,MIN,CHI,1.43,5.75,6.30
2022-2023,20221217,CGY,STL,1.81,4.90,4.05
2022-2023,20221217,ARI,NYI,3.50,4.55,1.89
2022-2023,20221217,BOS,CBJ,1.41,5.90,6.40
2022-2023,20221217,DET,OTT,2.49,4.40,2.48
2022-2023,20221217,EDM,ANA,1.52,5.55,5.10
2022-2023,20221218,CAR,DAL,2.12,4.60,3.18
2022-2023,20221218,PHI,NYR,3.35,4.50,1.95
2022-2023,20221218,MTL,TBL,4.55,5.05,1.68
2022-2023,20221218,WSH,TOR,2.95,4.65,2.31
2022-2023,20221218,NJD,FLA,2.16,4.50,2.85
2022-2023,20221218,ARI,BUF,3.35,4.55,1.91
2022-2023,20221218,COL,NSH,1.94,4.45,3.30
2022-2023,20221218,VGK,NYI,1.96,4.40,3.28
2022-2023,20221218,VAN,WPG,2.76,4.30,2.20
2022-2023,20221218,LAK,SJS,2.09,4.50,3.05
2022-2023,20221218,MIN,OTT,1.79,4.60,3.75
2022-2023,20221218,CAR,PIT,2.33,4.40,2.88
2022-2023,20221219,CHI,NYR,4.33,4.80,1.71
2022-2023,20221219,SEA,WPG,2.02,4.55,3.05
2022-2023,20221219,SJS,CGY,3.60,4.65,1.86
2022-2023,20221220,CBJ,DAL,4.33,5.00,1.69
2022-2023,20221220,WSH,DET,1.96,4.65,3.58
2022-2023,20221220,BOS,FLA,1.84,4.90,3.92
2022-2023,20221220,NSH,EDM,2.65,4.45,2.25
2022-2023,20221220,COL,NYI,2.11,4.35,3.15
2022-2023,20221220,VGK,BUF,2.06,4.60,3.00
2022-2023,20221220,ARI,MTL,2.35,4.40,2.60
2022-2023,20221220,VAN,STL,2.47,4.45,2.45
2022-2023,20221221,PHI,CBJ,1.94,4.50,3.45
2022-2023,20221221,PIT,NYR,2.23,4.45,3.02
2022-2023,20221221,CAR,NJD,2.30,4.65,2.65
2022-2023,20221221,TOR,TBL,2.25,4.45,2.98
2022-2023,20221221,WPG,OTT,2.20,4.50,2.80
2022-2023,20221221,SEA,STL,1.95,4.40,3.40
2022-2023,20221221,LAK,ANA,1.62,5.05,4.75
2022-2023,20221221,SJS,CGY,3.30,4.50,1.91
2022-2023,20221222,FLA,NJD,2.24,4.70,2.91
2022-2023,20221222,DET,TBL,3.00,4.50,2.10
2022-2023,20221222,COL,MTL,1.59,4.95,4.80
2022-2023,20221222,CHI,NSH,3.68,4.65,1.81
2022-2023,20221222,DAL,EDM,2.13,4.50,2.85
2022-2023,20221222,VGK,ARI,1.57,5.05,5.00
2022-2023,20221222,ANA,MIN,4.80,5.15,1.56
2022-2023,20221222,TOR,PHI,1.51,5.30,5.50
2022-2023,20221223,PIT,CAR,2.33,4.45,2.86
2022-2023,20221223,NYR,NYI,2.06,4.45,3.40
2022-2023,20221223,OTT,WSH,2.78,4.33,2.28
2022-2023,20221223,BOS,WPG,1.72,4.75,4.00
2022-2023,20221223,VAN,SEA,2.70,4.40,2.30
2022-2023,20221223,LAK,CGY,2.60,4.25,2.38
2022-2023,20221223,SJS,MIN,3.44,4.60,1.93
2022-2023,20221224,NJD,BOS,2.77,4.50,2.38
2022-2023,20221224,CAR,PHI,1.49,5.50,5.50
2022-2023,20221224,WSH,WPG,1.96,4.45,3.20
2022-2023,20221224,NYI,FLA,2.70,4.30,2.30
2022-2023,20221224,NSH,COL,2.65,4.25,2.29
2022-2023,20221224,CHI,CBJ,2.46,4.35,2.43
2022-2023,20221224,EDM,VAN,1.68,5.10,4.00
2022-2023,20221224,ARI,LAK,3.25,4.50,1.97
2022-2023,20221224,VGK,STL,2.13,4.55,3.18
2022-2023,20221224,ANA,CGY,3.90,4.60,1.76
2022-2023,20221228,OTT,BOS,3.65,4.75,1.81
2022-2023,20221228,CAR,CHI,1.38,5.80,6.75
2022-2023,20221228,NYR,WSH,2.10,4.75,3.16
2022-2023,20221228,NYI,PIT,2.85,4.75,2.18
2022-2023,20221228,NSH,DAL,2.80,4.35,2.20
2022-2023,20221228,WPG,MIN,2.65,4.33,2.28
2022-2023,20221228,STL,TOR,3.40,4.55,1.89
2022-2023,20221228,ARI,COL,4.20,4.75,1.72
2022-2023,20221228,CGY,EDM,2.14,4.65,2.90
2022-2023,20221228,VAN,SJS,2.19,4.65,2.75
2022-2023,20221228,LAK,VGK,2.36,4.80,2.70
2022-2023,20221229,TBL,MTL,1.45,5.70,6.00
2022-2023,20221229,NJD,BOS,2.61,4.65,2.47
2022-2023,20221229,PIT,DET,1.82,4.80,3.70
2022-2023,20221229,SEA,CGY,2.50,4.45,2.41
2022-2023,20221229,ANA,VGK,3.26,4.60,1.92
2022-2023,20221230,BUF,DET,1.88,4.90,3.46
2022-2023,20221230,FLA,MTL,1.46,5.65,5.75
2022-2023,20221230,TBL,NYR,2.25,4.50,2.96
2022-2023,20221230,WSH,OTT,1.90,4.60,3.50
2022-2023,20221230,NYI,CBJ,1.66,5.00,4.50
2022-2023,20221230,STL,CHI,1.61,5.15,4.75
2022-2023,20221230,MIN,DAL,2.32,4.45,2.65
2022-2023,20221230,WPG,VAN,2.06,4.55,3.00
2022-2023,20221230,COL,LAK,2.18,4.60,3.06
2022-2023,20221230,ARI,TOR,4.80,5.10,1.61
2022-2023,20221230,SJS,PHI,2.04,4.55,3.05
2022-2023,20221230,ANA,NSH,3.20,4.55,1.94
2022-2023,20221231,PIT,NJD,2.43,4.60,2.68
2022-2023,20221231,CAR,FLA,1.91,4.55,3.56
2022-2023,20221231,SEA,EDM,2.28,4.45,2.63
2022-2023,20221231,BOS,BUF,1.66,5.15,4.33
2022-2023,20221231,CBJ,CHI,2.16,4.50,2.90
2022-2023,20221231,VGK,NSH,1.94,4.70,3.50
2022-2023,20221231,LAK,PHI,1.72,4.85,4.10
2022-2023,20221231,WSH,MTL,1.64,5.10,4.80
2022-2023,20221231,TBL,ARI,1.50,5.60,5.60
2022-2023,20230101,STL,MIN,2.93,4.55,2.26
2022-2023,20230101,COL,TOR,2.71,4.50,2.43
2022-2023,20230101,DET,OTT,2.70,4.60,2.25
2022-2023,20230101,DAL,SJS,1.68,4.85,4.33
2022-2023,20230101,CGY,VAN,1.71,4.85,4.25
2022-2023,20230101,EDM,WPG,2.38,4.40,2.63
2022-2023,20230101,NJD,CAR,2.77,4.45,2.39
2022-2023,20230101,FLA,NYR,2.11,4.55,2.90
2022-2023,20230102,CHI,SJS,2.95,4.55,2.08
2022-2023,20230102,OTT,BUF,2.28,4.45,2.70
2022-2023,20230102,SEA,NYI,2.29,4.40,2.65
2022-2023,20230102,BOS,PIT,1.96,4.75,3.54
2022-2023,20230103,COL,VGK,1.97,4.55,3.15
2022-2023,20230103,ANA,PHI,2.55,4.45,2.40
2022-2023,20230104,FLA,ARI,1.53,5.30,5.10
2022-2023,20230104,WSH,BUF,2.00,4.60,3.30
2022-2023,20230104,NYR,CAR,2.68,4.55,2.43
2022-2023,20230104,OTT,CBJ,1.74,4.85,4.00
2022-2023,20230104,TOR,STL,1.60,5.15,4.90
2022-2023,20230104,WPG,CGY,2.85,4.33,2.20
2022-2023,20230104,NSH,MTL,1.67,4.95,4.55
2022-2023,20230104,CHI,TBL,6.10,5.90,1.45
2022-2023,20230104,EDM,SEA,1.98,4.65,3.15
2022-2023,20230104,VAN,NYI,2.55,4.45,2.38
2022-2023,20230104,LAK,DAL,2.73,4.40,2.43
2022-2023,20230105,DET,NJD,3.00,4.55,2.09
2022-2023,20230105,MIN,TBL,2.44,4.60,2.66
2022-2023,20230105,ANA,DAL,4.20,4.85,1.75
2022-2023,20230106,PHI,ARI,2.06,4.50,3.05
2022-2023,20230106,MTL,NYR,3.60,4.75,1.79
2022-2023,20230106,CAR,NSH,1.70,4.80,4.20
2022-2023,20230106,TOR,SEA,1.71,4.95,4.20
2022-2023,20230106,NJD,STL,1.92,4.50,3.30
2022-2023,20230106,CBJ,WSH,4.10,4.85,1.72
2022-2023,20230106,EDM,NYI,2.04,4.50,3.10
2022-2023,20230106,VAN,COL,2.95,4.50,2.06
2022-2023,20230106,VGK,PIT,2.53,4.55,2.57
2022-2023,20230106,LAK,BOS,3.14,4.50,2.16
2022-2023,20230107,WSH,NSH,1.96,4.55,3.15
2022-2023,20230107,DET,FLA,3.05,4.50,2.06
2022-2023,20230107,WPG,TBL,2.63,4.40,2.52
2022-2023,20230107,CHI,ARI,2.48,4.30,2.48
2022-2023,20230107,CGY,NYI,1.73,4.75,4.20
2022-2023,20230107,ANA,SJS,3.10,4.40,2.05
2022-2023,20230107,NJD,NYR,2.58,4.40,2.57
2022-2023,20230107,CBJ,CAR,5.25,5.35,1.50
2022-2023,20230108,TOR,DET,1.49,5.65,5.50
2022-2023,20230108,BUF,MIN,2.65,4.40,2.28
2022-2023,20230108,OTT,SEA,2.43,4.40,2.50
2022-2023,20230108,MTL,STL,3.20,4.55,1.96
2022-2023,20230108,VGK,LAK,2.09,4.45,2.95
2022-2023,20230108,EDM,COL,2.28,4.75,2.82
2022-2023,20230108,SJS,BOS,4.60,5.00,1.64
2022-2023,20230108,WPG,VAN,1.93,4.65,3.45
2022-2023,20230108,DAL,FLA,2.15,4.50,2.80
2022-2023,20230108,WSH,CBJ,1.46,5.85,5.95
2022-2023,20230109,ARI,PIT,4.00,4.85,1.74
2022-2023,20230109,CHI,CGY,5.85,5.60,1.50
2022-2023,20230109,MIN,STL,1.88,4.75,3.84
2022-2023,20230109,PHI,TOR,3.65,4.60,1.82
2022-2023,20230109,ANA,BOS,4.90,5.00,1.58
2022-2023,20230110,BUF,PHI,1.66,5.15,4.20
2022-2023,20230110,OTT,NSH,2.29,4.45,2.60
2022-2023,20230110,MTL,SEA,4.00,4.85,1.76
2022-2023,20230110,LAK,EDM,2.55,4.55,2.39
2022-2023,20230111,TBL,CBJ,1.41,6.05,6.70
2022-2023,20230111,NYR,MIN,2.10,4.45,2.90
2022-2023,20230111,CAR,NJD,2.09,4.45,3.34
2022-2023,20230111,BUF,SEA,2.32,4.65,2.55
2022-2023,20230111,PIT,VAN,1.80,4.85,3.50
2022-2023,20230111,DET,WPG,2.80,4.45,2.18
2022-2023,20230111,NYI,DAL,2.55,4.25,2.38
2022-2023,20230111,STL,CGY,3.20,4.50,1.97
2022-2023,20230111,ARI,SJS,2.85,4.50,2.16
2022-2023,20230111,COL,FLA,2.23,4.50,2.70
2022-2023,20230112,PHI,WSH,3.30,4.60,1.91
2022-2023,20230112,TOR,NSH,1.90,4.60,3.40
2022-2023,20230112,ANA,EDM,4.33,5.20,1.65
2022-2023,20230112,LAK,SJS,1.77,4.85,3.75
2022-2023,20230113,CBJ,CAR,5.30,5.30,1.51
2022-2023,20230113,NYR,DAL,2.26,4.25,2.85
2022-2023,20230113,MTL,NSH,3.30,4.40,1.94
2022-2023,20230113,BOS,SEA,1.70,4.70,4.20
2022-2023,20230113,DET,TOR,2.95,4.50,2.12
2022-2023,20230113,TBL,VAN,1.64,5.15,4.40
2022-2023,20230113,BUF,WPG,2.70,4.40,2.29
2022-2023,20230113,NYI,MIN,2.55,4.20,2.43
2022-2023,20230113,STL,CGY,3.20,4.45,2.06
2022-2023,20230113,CHI,COL,5.30,5.30,1.50
2022-2023,20230113,ARI,OTT,3.13,4.40,2.03
2022-2023,20230113,VGK,FLA,2.42,4.65,2.67
2022-2023,20230114,PIT,WPG,1.93,4.60,3.20
2022-2023,20230114,ANA,NJD,5.60,5.35,1.51
2022-2023,20230114,SJS,EDM,3.13,4.70,1.97
2022-2023,20230114,DAL,CGY,2.43,4.33,2.48
2022-2023,20230115,COL,OTT,1.98,4.60,3.22
2022-2023,20230115,DET,CBJ,1.71,4.90,4.10
2022-2023,20230115,NYI,MTL,1.70,4.70,4.20
2022-2023,20230115,WSH,PHI,1.79,4.70,3.80
2022-2023,20230115,CAR,PIT,1.81,4.80,3.70
2022-2023,20230115,BOS,TOR,2.11,4.75,3.20
2022-2023,20230115,FLA,VAN,1.76,5.00,4.00
2022-2023,20230115,MIN,ARI,1.46,5.65,5.70
2022-2023,20230115,NSH,BUF,2.20,4.50,2.80
2022-2023,20230115,CHI,SEA,4.20,4.80,1.71
2022-2023,20230115,STL,TBL,3.40,4.60,1.89
2022-2023,20230115,VGK,EDM,2.17,4.65,2.70
2022-2023,20230115,LAK,NJD,2.38,4.55,2.56
2022-2023,20230115,NYR,MTL,1.46,5.60,6.00
2022-2023,20230115,CAR,VAN,1.59,5.25,4.70
2022-2023,20230116,WPG,ARI,1.47,5.60,5.75
2022-2023,20230116,BUF,FLA,2.70,4.50,2.25
2022-2023,20230116,BOS,PHI,1.57,5.10,4.75
2022-2023,20230116,COL,DET,1.78,4.80,3.95
2022-2023,20230116,SJS,NJD,3.40,4.80,1.84
2022-2023,20230116,SEA,TBL,3.00,4.70,2.19
2022-2023,20230117,VGK,DAL,2.47,4.35,2.45
2022-2023,20230117,PIT,ANA,1.50,5.55,5.30
2022-2023,20230117,CBJ,NYR,3.25,4.60,1.91
2022-2023,20230117,NYI,WSH,2.52,4.25,2.50
2022-2023,20230117,NSH,CGY,2.80,4.40,2.17
2022-2023,20230117,STL,OTT,2.45,4.30,2.45
2022-2023,20230118,PHI,ANA,1.76,4.80,3.78
2022-2023,20230118,TOR,FLA,1.90,4.65,3.25
2022-2023,20230118,WSH,MIN,2.80,4.50,2.38
2022-2023,20230118,MTL,WPG,4.33,4.80,1.68
2022-2023,20230118,NSH,CBJ,1.78,4.80,3.75
